entry_time;exit_time;setup;side;grade;score;outcome;r_multiple
2026-07-28 06:18:00;2026-07-28 06:30:00;FINISHED_AUCTION;LONG;FORT;51.8;TARGET1;1.143
2026-07-28 07:24:00;2026-07-28 08:26:00;FINISHED_AUCTION;SHORT;FORT;59.8;TARGET1;1.000
2026-07-29 01:24:00;2026-07-29 01:34:00;FINISHED_AUCTION;LONG;FORT;52.3;TARGET1;1.087
2026-07-29 01:34:00;2026-07-29 01:42:00;FINISHED_AUCTION;LONG;FORT;63.5;STOP;-1.000
2026-07-29 01:52:00;2026-07-29 02:06:00;FINISHED_AUCTION;LONG;FORT;54.6;TARGET1;1.000
2026-07-29 01:44:00;2026-07-29 02:06:00;FINISHED_AUCTION;LONG;FORT;61.0;TARGET1;1.000
2026-07-29 01:46:00;2026-07-29 02:10:00;FINISHED_AUCTION;LONG;FORT;58.8;TARGET1;1.000
2026-07-29 02:42:00;2026-07-29 02:46:00;CUM_DELTA_DIV;SHORT;FORT;51.0;TARGET1;1.000
2026-07-29 02:48:00;2026-07-29 02:52:00;FINISHED_AUCTION;LONG;FORT;60.3;STOP;-1.000
2026-07-29 02:46:00;2026-07-29 02:58:00;FINISHED_AUCTION;LONG;FORT;61.5;STOP;-1.000
2026-07-29 02:52:00;2026-07-29 03:00:00;CUM_DELTA_DIV;SHORT;FORT;51.7;TARGET1;1.000
2026-07-29 03:04:00;2026-07-29 03:08:00;CUM_DELTA_DIV;SHORT;FORT;60.9;STOP;-1.000
2026-07-29 02:58:00;2026-07-29 03:12:00;CUM_DELTA_DIV;SHORT;FORT;55.9;STOP;-1.000
2026-07-29 03:12:00;2026-07-29 03:16:00;FINISHED_AUCTION;LONG;FORT;55.7;STOP;-1.000
2026-07-29 03:12:00;2026-07-29 03:16:00;CUM_DELTA_DIV;SHORT;FORT;53.7;TARGET1;1.000
2026-07-29 03:10:00;2026-07-29 03:16:00;CUM_DELTA_DIV;SHORT;FORT;56.4;TARGET1;1.000
2026-07-29 03:06:00;2026-07-29 03:22:00;CUM_DELTA_DIV;SHORT;FORT;62.0;TARGET1;1.000
2026-07-29 03:02:00;2026-07-29 03:22:00;FINISHED_AUCTION;LONG;FORT;54.0;STOP;-1.000
2026-07-29 03:16:00;2026-07-29 03:34:00;FINISHED_AUCTION;SHORT;FORT;50.6;STOP;-1.000
2026-07-29 11:48:00;2026-07-29 12:02:00;FINISHED_AUCTION;SHORT;FORT;58.7;STOP;-1.000
2026-07-29 17:36:00;2026-07-29 17:50:00;FINISHED_AUCTION;LONG;FORT;51.2;TARGET1;1.000
2026-07-29 17:52:00;2026-07-29 17:58:00;FINISHED_AUCTION;LONG;FORT;54.4;TARGET1;1.000
2026-07-29 17:46:00;2026-07-29 17:58:00;FINISHED_AUCTION;LONG;FORT;51.5;TARGET1;1.000
2026-07-29 18:34:00;2026-07-29 18:58:00;CUM_DELTA_DIV;LONG;TRESFORT;67.1;TARGET1;1.000
2026-07-29 22:32:00;2026-07-29 22:48:00;CUM_DELTA_DIV;LONG;TRESFORT;76.3;STOP;-1.000
2026-07-30 08:14:00;2026-07-30 08:20:00;FINISHED_AUCTION;LONG;FORT;52.6;TARGET1;1.111
2026-07-30 13:42:00;2026-07-30 15:28:00;FINISHED_AUCTION;SHORT;FORT;53.5;STOP;-1.000
2026-07-30 16:14:00;2026-07-30 16:22:00;CUM_DELTA_DIV;SHORT;FORT;59.5;STOP;-1.000
2026-07-31 15:58:00;2026-07-31 16:04:00;FINISHED_AUCTION;LONG;FORT;52.0;STOP;-1.000
2026-08-03 03:00:00;2026-08-03 03:02:00;FINISHED_AUCTION;SHORT;FORT;53.0;STOP;-1.000
2026-08-03 03:56:00;2026-08-03 04:04:00;FINISHED_AUCTION;SHORT;FORT;52.6;STOP;-1.000
2026-08-03 20:12:00;2026-08-03 20:28:00;FINISHED_AUCTION;LONG;FORT;54.0;STOP;-1.000
2026-08-06 11:16:00;2026-08-06 11:28:00;CUM_DELTA_DIV;LONG;TRESFORT;67.9;STOP;-1.000
2026-08-06 15:10:00;2026-08-06 16:08:00;FINISHED_AUCTION;LONG;FORT;64.8;TARGET1;2.065
2026-08-06 13:22:00;2026-08-06 16:08:00;FINISHED_AUCTION;LONG;FORT;54.7;TARGET1;3.111
2026-08-06 19:04:00;2026-08-06 19:06:00;STACKED_IMB_RETEST;LONG;FORT;57.1;STOP;-1.000
2026-08-07 04:00:00;2026-08-07 04:02:00;FINISHED_AUCTION;LONG;FORT;56.9;STOP;-1.000
2026-08-10 01:14:00;2026-08-10 01:32:00;FINISHED_AUCTION;SHORT;FORT;51.2;TARGET1;1.000
2026-08-10 06:12:00;2026-08-10 06:32:00;FINISHED_AUCTION;LONG;FORT;50.1;TARGET1;1.000
2026-08-10 11:52:00;2026-08-10 12:02:00;FINISHED_AUCTION;LONG;FORT;55.1;STOP;-1.000
2026-08-12 03:08:00;2026-08-12 04:10:00;FINISHED_AUCTION;LONG;FORT;54.6;TARGET1;2.214
2026-08-12 05:58:00;2026-08-12 06:26:00;FINISHED_AUCTION;LONG;FORT;64.2;STOP;-1.000
2026-08-14 04:38:00;2026-08-14 05:38:00;FINISHED_AUCTION;SHORT;FORT;54.2;STOP;-1.000
2026-08-14 11:00:00;2026-08-14 11:02:00;CUM_DELTA_DIV;LONG;TRESFORT;72.0;STOP;-1.000
2026-08-14 18:18:00;2026-08-14 18:26:00;STACKED_IMB_RETEST;LONG;FORT;54.6;TARGET1;1.000
2026-08-17 02:52:00;2026-08-17 03:10:00;FINISHED_AUCTION;SHORT;FORT;56.8;TARGET1;2.000
2026-08-19 02:34:00;2026-08-19 03:06:00;FINISHED_AUCTION;LONG;FORT;53.9;STOP;-1.000
